car-id,car-type,cluster,proj_x,proj_y
20153615043650-835,2,6,-162986.28,-90543.25
20153615073626-13,2,0,61289.875,-119764.805
20153615093614-562,5,3,-194674.7,101213.82
20153615103638-158,3,3,-176029.78,90958.16
20153615113617-365,2P,17,-184890.9,-169851.11
20153615113626-103,2,4,129276.01,79740.13
20153615113653-146,1,0,93621.18,-125552.89
20153616013639-745,2,5,61127.57,-89592.73
20153616013642-115,1,5,72127.195,-86401.53
20153616023622-592,1,3,-188814.38,24436.812
20153616023658-518,2,3,-175855.05,87710.46
20153616093612-196,1,3,-176707.25,84916.48
20153616103605-901,1,4,223604.1,135112.66
20153616123655-217,2,4,132253.11,94567.85
20153617013601-315,1,15,78274.79,108547.73
20153617013645-103,3,3,-194999.1,65173.42
20153617033658-794,3,2,114111.26,93585.54
20153617043652-935,2,7,-200123.03,-76089.805
20153617073625-500,1,4,93774.484,30670.062
20153617093653-526,2,13,98871.25,80798.43
20153617103638-247,1,11,137064.12,-142955.23
20153617103644-124,3,3,-181397.73,125829.77
20153617113627-467,3,2,75437.445,55106.273
20153618053610-340,1,11,125462.01,-123421.484
20153618073618-931,2P,14,-185747.12,-145429.81
20153618073639-900,1,3,-175107.16,88048.67
20153618093644-486,4,3,-181822.52,120697.24
20153618103651-556,1,3,-198436.27,-13813.976
20153618113644-795,1,4,175266.27,37896.957
20153618123612-480,2,6,-177157.03,-82162.59
20153619013645-677,3,6,-153441.3,-95868.68
20153619043658-889,2P,14,-184844.97,-164990.05
20153619053636-962,1,2,129197.58,102753.45
20153619063610-927,2,8,15335.882,-90390.586
20153619073613-656,2,2,151979.0,91128.39
20153619103622-151,1,2,60686.207,119955.336
20153619123625-792,3,4,96672.54,84509.22
20153619123629-727,1,6,-175758.28,-82912.58
20153620013633-332,2,4,146627.12,43253.09
20153620023617-93,1,3,-188773.7,24765.76
20153620033616-263,1,3,-179579.69,154354.44
20153620033619-929,2,4,165201.42,51597.867
20153620053622-72,1,4,188242.66,46849.92
20153620073607-661,1,0,67358.59,-108647.51
20153620073642-259,2,5,113058.375,-88176.96
20153620073655-119,1,8,33759.824,-95170.14
20153620083607-408,1,4,99881.79,68814.22
20153620083629-759,1,4,101455.8,27721.793
20153620093610-570,2,2,63720.723,111827.01
20153620093639-512,2,4,213589.08,130671.805
20153621013605-948,1,2,95966.8,82657.57
20153621033624-514,3,2,158712.64,178150.95
20153621043606-60,3,4,139579.55,39427.516
20153621043654-816,1,3,-173757.83,105305.56
20153621093642-578,1,4,211763.19,135238.11
20153621103636-206,3,2,82802.21,71135.24
20153621113623-976,2,5,49287.316,-88744.16
20153621113627-482,2P,17,-185116.81,-170500.47
20153621123651-644,2,2,-2884.7913,62585.066
20153622013612-921,6,3,-194395.62,25504.674
20153622023640-890,1,0,122856.51,-135893.86
20153622043643-625,1,3,-179563.84,166709.2
20153622053626-161,2,6,-149270.6,-98162.96
20153622083653-391,1,3,-177650.08,69332.734
20153622093615-832,1,3,-177209.62,70832.4
20153622093633-893,2,4,105406.85,99075.47
20153622103615-743,2,3,-182091.92,145371.73
20153622103648-402,3,18,52032.88,-102505.34
20153622113605-844,1,4,231586.25,61000.76
20153622113627-960,2,12,87159.65,159665.31
20153622113653-407,1,8,31200.174,-95245.85
20153622123619-566,2,2,81074.76,64143.555
20153622123625-953,1,5,55858.973,-89251.53
20153623023601-382,2,0,21381.664,-112641.79
20153623043615-405,3,3,-194620.47,82245.57
20153623073647-385,3,2,52923.465,63824.453
20153623073655-303,2,4,93150.67,34903.46
20153623093637-634,2,2,153122.31,181526.9
20153623093654-994,1,4,118973.5,33378.52
20153623113600-392,1,0,66564.69,-108937.52
20153624033652-668,2,7,-202346.55,-77962.65
20153624043623-472,2,3,-195566.7,67226.266
20153624053656-871,1,2,123390.67,160088.4
20153624063632-719,2,4,187156.48,117188.74
20153624063634-720,2,3,-197921.84,-11232.784
20153624073607-630,3,3,-180967.42,128302.94
20153624073615-56,1,4,227836.36,51106.85
20153624083613-62,1,7,-200816.12,-77155.49
20153624083625-903,3,5,108282.836,-92558.055
20153624093600-684,1,4,158566.77,50918.887
20153624093618-492,1,11,49553.69,-115829.75
20153624093633-927,2,0,90738.33,-125773.69
20153624093638-216,1,5,44183.363,-85072.9
20153624113634-748,2,4,142079.53,31794.928
20153624123607-78,2P,17,-183137.66,-172557.86
20153625033655-460,3,4,164352.17,53064.37
20153625043610-6,2,2,126244.17,96537.516
20153625053657-8,3,2,123668.64,160489.89
20153625063605-688,1,4,77484.51,98525.4
20153626023608-801,3,0,123690.09,-140232.27
20153626023632-111,1,3,-190004.17,9814.879
20153626023634-935,1,2,105311.15,77433.33
20153626033657-418,6,7,-202188.9,-78623.53
20153626053623-916,3,3,-173017.88,115163.88
20153626073627-527,2,0,63030.51,-119578.836
20153626083639-100,2,0,74292.93,-109599.28
20153626093628-77,2,4,111235.3,33856.965
20153627013649-281,2,6,-166148.33,-88945.7
20153627053602-196,1,-1,69711.266,-124792.47
20153627103626-273,2P,17,-185467.16,-168191.62
20153627103631-641,2P,-1,-209103.89,-15662.875
20153627113639-711,1,2,116718.52,85161.26
20153628013640-524,2P,-1,80257.69,-60629.63
20153628013654-43,4,3,-184731.98,74964.66
20153628043653-891,1,6,-163076.92,-90692.92
20153628063656-228,3,-1,46814.996,57908.44
20153628093653-512,2,6,-157764.06,-93644.25
20153628093659-387,1,3,-194003.22,82898.38
20153628113615-827,2,0,95513.41,-134833.78
20153629023651-616,2,2,105620.234,81433.305
20153629043616-154,2P,14,-183689.6,-165535.64
20153629043624-983,1,-1,94269.89,-87787.234
20153629053647-857,1,0,147385.5,-120153.28
20153629073622-752,2,0,120772.02,-128150.85
20153629093621-951,1,4,121151.484,28621.568
20153629093635-690,3,0,46351.582,-109305.74
20153629103642-718,2,0,118736.35,-131406.56
20153630063613-481,1,2,130655.86,165279.97
20153630103619-546,1,2,75184.24,67374.78
20153630123652-843,1,5,-25119.85,-84205.23
20153631023614-197,1,3,-188338.8,21152.295
20153631043604-397,2,4,207407.44,62680.61
20153701033700-323,1,3,-194512.16,33271.516
20153701033718-257,3,4,156435.8,48584.89
20153701043700-596,3,0,138662.48,-118164.74
20153701043709-900,1,4,201029.86,55433.152
20153701093702-509,1,3,-189031.38,24326.875
20153701113704-354,1,4,226032.4,57352.555
20153701113748-789,1,0,92913.51,-115603.5
20153701123723-532,1,3,-180805.08,138319.75
20153702023707-936,6,0,21532.877,-112734.78
20153702103731-275,1,7,-201141.12,-77851.08
20153702123720-767,3,0,94937.91,-117093.484
20153703033723-96,1,2,113634.61,92150.43
20153703033728-566,4,0,31197.879,-113888.5
20153703033757-677,1,4,136345.47,39105.82
20153703063712-927,4,0,162462.36,-132342.75
20153703073756-936,1,4,184680.3,105233.65
20153703093747-572,2,0,82640.93,-127983.46
20153703093757-526,4,3,-194545.28,56171.812
20153703103702-660,1,7,-201239.5,-77363.055
20153703103703-319,1,0,94541.71,-120709.8
20153703113751-752,2,4,129211.68,33216.61
20153703123740-719,3,4,137868.1,84175.56
20153704013734-599,1,3,-189911.22,12969.971
20153704023740-102,4,3,-194644.73,75512.59
20153704023750-346,6,2,11181.131,73436.555
20153704043754-922,1,5,2128.2576,-85930.3
20153704053753-903,3,4,91692.71,18761.752
20153704073745-278,2,12,33557.086,93170.63
20153704083713-621,4,3,-194476.03,52393.965
20153704083744-741,3,2,68198.31,68983.445
20153704093720-945,3,7,-201221.05,-76777.914
20153704093744-62,2P,10,93840.37,-40041.715
20153704113707-880,1,2,134176.02,93536.586
20153704113726-506,1,6,-166395.69,-98023.14
20153704113747-463,1,3,-176089.64,83875.086
20153705013742-751,3,7,-201825.6,-77869.77
20153705023701-460,1,2,97206.32,78595.93
20153705023746-664,4,5,79157.73,-86782.83
20153705023749-508,2P,17,-181917.08,-179263.55
20153705033742-285,2,0,135962.84,-127470.31
20153705043729-269,3,0,45263.613,-112698.336
20153705043758-335,2,5,83599.266,-90750.77
20153705073720-86,2,4,117729.234,31909.863
20153705073748-632,1,3,-194421.47,47649.703
20153705093703-55,2,4,154909.23,43975.387
20153705093734-951,1,2,60608.918,66001.945
20153705103735-214,1,-1,72588.47,117101.63
20153705113718-477,2,0,95238.23,-134848.62
20153705123714-935,3,2,62393.137,124525.64
20153706033723-432,3,4,160750.02,106195.46
20153706033726-232,1,2,17989.816,83128.23
20153706053734-630,4,5,99026.0,-87561.016
20153706063755-802,1,4,184807.05,101187.914
20153706113731-583,3,8,29242.365,-91472.0
20153706123711-574,1,4,26620.828,40852.61
20153706123730-475,2,12,77672.01,141540.56
20153706123753-969,1,3,-192427.5,94727.29
20153707013701-687,5,6,-166247.89,-89393.125
20153707013704-492,4,4,143419.2,94777.27
20153707013714-8,3,4,143714.92,94774.195
20153707023738-67,4,7,-202541.84,-76690.05
20153707023747-858,1,3,-175195.94,87088.72
20153707043701-568,2,0,47045.07,-113599.3
20153707063710-587,1,8,3984.1646,-92755.2
20153707073715-128,2,4,94468.625,38625.33
20153707073745-657,1,3,-192474.27,89735.89
20153707093749-951,2,3,-188392.48,20055.562
20153707103738-243,4,3,-181618.97,126555.16
20153707103757-720,1,4,99767.4,93380.32
20153707123722-164,1,1,-158875.11,-110202.336
20153707123730-758,3,0,81613.18,-114292.18
20153707123744-857,3,4,144256.27,42081.14
20153708023749-220,1,11,101035.21,-124880.37
20153708023759-709,1,0,125039.14,-136322.38
20153708043719-886,3,6,-150386.77,-97776.47
20153708043726-871,2,0,145796.11,-129629.016
20153708063710-651,4,3,-182877.84,102635.7
20153708073703-436,2,2,79490.83,64064.297
20153708073726-600,2,11,107861.02,-120051.875
20153708103718-939,2,3,-194488.62,59862.15
20153709023755-809,2,0,22766.615,-112433.33
20153709043727-160,1,4,194711.05,51952.51
20153709073753-995,3,6,-154531.4,-98582.99
20153709093741-767,1,4,103579.76,34603.36
20153709093756-988,1,0,82833.58,-124413.984
20153710013742-178,3,4,137595.53,33840.76
20153710023730-748,1,0,122835.65,-116050.96
20153710023738-627,1,4,212279.9,128708.98
20153710023741-996,1,4,155902.47,40843.89
20153710023742-746,5,5,-11405.767,-85042.5
20153710043759-580,2P,10,53483.1,-50859.6
20153710063714-771,1,8,23834.932,-91053.05
20153710073716-970,1,2,47930.02,54046.81
20153710073725-591,2,15,51215.117,85290.766
20153710083702-995,1,6,-177718.94,-82008.44
20153710103717-23,1,2,50755.965,62560.21
20153710103741-345,1,3,-189234.1,19872.156
20153711013755-30,1,3,-177528.62,74731.414
20153711023738-776,1,0,131917.83,-132501.02
20153711033732-656,2,4,165575.17,42951.5
20153711053702-226,3,3,-194243.05,108637.984
20153711053713-630,6,6,-162050.4,-91659.05
20153711053745-657,2,5,9170.897,-86388.766
20153711063717-524,1,2,45630.87,67331.836
20153711063753-323,1,5,14121.758,-86760.22
20153711073708-752,1,13,119798.85,65675.39
20153711073745-667,2,3,-194594.06,93796.68
20153711073747-446,1,18,33996.207,-103176.625
20153711083756-161,5,3,-182203.16,115328.695
20153711093723-390,1,4,105235.016,55462.28
20153711103709-280,1,4,112569.164,33514.965
20153712013718-885,2P,-1,-216106.0,-119644.85
20153712013720-181,3,6,-146233.08,-105512.51
20153712023734-851,2,2,102309.86,139682.58
20153712043748-60,3,4,168442.44,129509.61
20153712053742-911,2,3,-194046.53,89464.63
20153712053749-134,2,4,71354.945,67548.336
20153712053750-371,3,4,169495.72,34200.773
20153712063710-382,1,3,-194483.78,44631.766
20153712063756-502,2,4,111316.65,26903.113
20153712103753-734,1,0,183853.19,-141046.66
20153712113749-782,1,2,87734.055,79675.24
20153713023759-301,2,3,-194621.52,75290.07
20153713053710-170,2,4,91801.38,18949.328
20153713053720-934,3,2,120135.67,98592.51
20153713073734-379,1,3,-178306.75,178061.84
20153713073746-513,2,5,113231.086,-88221.36
20153713103711-913,2P,10,93905.34,-40422.242
20153713103729-151,3,15,72848.414,101112.11
20153713103736-380,5,2,162661.9,183778.08
20153713113703-493,1,11,89566.22,-123061.05
20153713113721-137,1,4,148205.86,38879.812
20153714023755-239,1,2,106712.39,87797.97
20153714033720-570,4,4,55302.402,49870.004
20153714043724-299,2,3,-179513.64,161181.17
20153714053753-627,3,4,177305.16,137116.08
20153714063741-679,6,5,106401.37,-87809.15
20153714063744-506,1,2,50300.38,51997.188
20153714083754-335,1,0,71487.8,-121048.234
20153714093722-194,1,7,-201364.14,-76641.12
20153714093734-926,2,12,87731.73,102782.234
20153715043702-719,3,3,-183596.33,91258.06
20153715063723-831,1,3,-194865.78,90633.195
20153715073756-574,3,4,88358.77,72230.71
20153715093725-365,1,1,-159953.23,-109085.2
20153716033726-119,2,3,-193607.14,101960.164
20153716033755-459,1,18,75598.22,-108959.47
20153716053704-475,2,11,122814.36,-133296.05
20153716053741-328,1,0,170154.38,-142284.8
20153716123710-632,1,2,91742.86,85219.34
20153716123736-670,3,2,-3173.6719,62588.332
20153717013712-983,4,3,-184654.39,74758.31
20153717013727-315,1,4,147245.5,44158.3
20153717023707-721,2P,10,124687.6,-36881.605
20153717033736-717,2,4,168508.98,89564.195
20153717043711-283,6,2,117516.59,150705.45
20153717053733-740,1,11,108083.195,-131318.17
20153717063714-206,1,0,149764.97,-135494.75
20153717083746-738,1,3,-194071.97,62569.76
20153717103748-173,3,2,39805.773,108909.93
20153717113702-835,1,4,148268.6,40800.86
20153717123705-260,4,2,85375.13,132058.08
20153717123723-9,5,2,86853.016,128595.17
20153717123759-246,1,11,51124.426,-117121.77
20153718013726-245,2P,-1,-35411.766,-144752.08
20153718023711-582,6,2,10195.29,77300.15
20153718023735-885,1,4,153491.44,99310.83
20153718063701-202,1,9,-129218.74,-124628.59
20153718083748-67,2,2,147114.16,172668.86
20153718113730-766,1,4,120298.29,30032.875
20153718113750-118,2,3,-176108.69,83648.73
20153719023744-10,1,3,-188412.53,33167.188
20153719023756-293,2P,-1,-12796.954,-16596.326
20153719053715-589,3,4,172486.16,47217.96
20153719063729-533,1,3,-193863.17,60187.535
20153719063742-10,3,4,75609.766,71804.336
20153719063754-548,1,4,64451.496,70423.22
20153719093703-501,1,3,-194460.45,56047.38
20153719093713-179,1,5,116669.52,-92976.86
20153719113733-632,1,3,-176399.58,77944.01
20153719113736-210,3,5,-16531.957,-83641.195
20153719123723-558,2,0,6556.9087,-109593.98
20153719123745-647,3,3,-189356.34,12034.8955
20153719123756-685,2P,17,-184824.39,-173050.77
20153720013744-969,4,0,109788.33,-128445.72
20153720033720-23,1,7,-202488.0,-77889.65
20153720063727-695,4,3,-182896.81,102821.95
20153720093737-980,1,-1,23253.16,-85896.75
20153720123722-777,2,4,133290.8,87482.59
20153721013734-366,3,5,71867.98,-86500.805
20153721013750-459,1,4,147924.22,45917.55
20153721033723-749,1,0,129541.9,-137870.1
20153721043705-857,2,3,-195193.75,102384.61
20153721043708-165,6,2,25690.672,88908.31
20153721043746-702,3,4,179460.45,48807.695
20153721053713-825,1,5,90267.97,-91239.4
20153721073705-425,2P,-1,-174078.27,-65741.234
20153721073748-885,1,8,54836.195,-96816.73
20153721073751-968,1,6,-153430.5,-100744.36
20153721083755-788,3,18,111337.055,-108742.6
20153721093748-104,3,3,-181701.11,120205.31
20153721113736-947,2P,-1,70276.11,-134808.34
20153721113745-20,2P,-1,-205896.6,-100871.625
20153721113747-248,3,4,166208.34,44849.96
20153721123707-721,1,-1,42540.465,-86906.37
20153722023710-935,2,3,-195179.69,84445.24
20153722033750-276,1,4,150916.86,47689.457
20153722043755-415,1,3,-194739.36,83131.73
20153722083744-703,1,4,96129.2,104250.414
20153722093714-712,4,3,-181892.58,121081.74
20153722113713-858,1,-1,-178812.33,-93410.1
20153722113716-211,1,2,99459.234,82523.74
20153722113733-394,1,3,-194797.3,67578.43
20153722123707-242,2P,-1,-172664.88,-168153.94
20153723013743-159,1,3,-175221.31,90488.41
20153723043748-531,2,4,189240.64,53870.15
20153723053736-677,3,5,15973.599,-83744.11
20153723053749-114,3,3,-192743.95,60933.973
20153723053754-880,1,3,-193610.92,55627.89
20153723063722-803,4,0,151049.14,-135266.94
20153723093749-366,2P,-1,-207920.94,-26093.309
20153723093753-818,3,4,106453.66,26844.643
20153723103701-496,3,3,-179104.2,149510.08
20153723103744-695,1,2,88078.66,73062.5
20153723103750-402,3,4,112953.15,84292.1
20153723123726-448,2,3,-189791.08,16413.297
20153724013715-465,2,3,-194621.28,71576.53
20153724023746-464,2P,16,133826.47,43698.83
20153724023747-163,1,11,177842.02,-145845.86
20153724023750-556,6,6,-165162.19,-89506.125
20153724043708-660,1,5,433.86276,-85991.93
20153724053722-514,1,4,57743.473,69156.16
20153724063727-843,2,4,91459.39,53288.344
20153724093709-707,3,4,84515.65,85349.28
20153725033724-266,1,4,172020.02,46303.035
20153725063732-242,1,2,40971.273,106356.11
20153725073717-829,6,0,159298.95,-136710.58
20153725083712-151,3,0,105236.49,-116850.79
20153725113714-643,2,3,-175475.69,93608.086
20153725123729-641,1,3,-173272.1,103760.06
20153726013742-221,3,2,98629.97,87387.95
20153726023718-952,1,3,-193250.88,85679.95
20153726023729-671,3,3,-180151.9,149544.84
20153726033730-553,1,5,1453.8604,-83013.37
20153726053710-587,3,13,93424.195,58109.043
20153726053749-107,1,3,-188448.08,32355.031
20153726073704-996,3,4,205269.81,36236.56
20153726073753-79,4,5,29633.361,-84424.15
20153726083749-370,1,11,128464.79,-127924.74
20153726103729-16,2,4,220975.89,140096.67
20153727043745-688,2,2,116872.46,150601.94
20153727053754-806,1,3,-173259.55,110651.87
20153727063739-579,1,3,-182647.5,118571.03
20153727093724-440,3,3,-194654.83,101380.94
20153727093729-656,2,6,-144977.4,-101056.71
20153727113719-945,3,0,93444.87,-133677.11
20153728013721-249,2,-1,73299.04,-86785.555
20153728023714-421,1,3,-184382.05,80529.01
20153728023732-586,3,4,154567.77,42143.57
20153728033704-530,2,4,153583.75,34990.348
20153728063706-624,2,2,45420.13,64410.76
20153728063732-924,1,3,-189452.48,1356.0879
20153728073721-430,1,3,-188955.36,10085.644
20153728113707-548,1,5,57817.387,-85858.836
20153728123701-400,2P,16,116029.61,36376.95
20153729013759-535,1,7,-199425.6,-75738.98
20153729063721-795,1,2,72180.945,65461.44
20153729063729-602,1,3,-182806.2,109862.78
20153729073710-629,2,2,47508.86,104276.27
20153729073712-433,3,6,-159813.52,-92321.34
20153729073721-666,6,7,-200572.17,-77437.52
20153729093742-70,1,4,155578.75,45888.938
20153730013710-947,1,4,96986.4,86321.05
20153730013733-766,3,4,138407.34,32900.293
20153730043729-348,2,5,1936.511,-85990.914
20153730043735-122,1,2,125393.32,93508.87
20153730063709-466,2,7,-203137.98,-77961.516
20153730063725-217,1,11,58379.74,-129441.08
20153730073704-350,3,8,12772.205,-93480.625
20153730073739-621,1,0,73397.82,-121934.1
20153730083758-789,2,2,60162.555,64294.203
20153730093759-512,4,0,87257.375,-119444.74
20153730113759-10,3,4,129547.74,48297.387
20153730123713-648,1,8,48317.945,-96956.3
20153731033739-510,2,4,198674.25,57678.273
20153731043749-62,3,0,45800.47,-112735.73
20153731083734-496,1,3,-176748.97,82782.016
20153731093738-268,2,4,123003.01,58921.316
20153731113748-614,3,4,136455.28,38530.715
20153731123756-284,2,4,107443.125,99650.414
20153801033808-197,2,4,187622.58,52419.2
20153801053802-368,2,3,-173024.2,112028.836
20153801063806-347,1,3,-193267.92,67636.54
20153801063819-939,1,3,-193009.28,71198.375
20153801073824-510,4,0,158221.8,-137090.62
20153801073845-972,1,4,94068.32,42291.34
20153801093856-649,4,5,117187.22,-92790.36
20153801103803-800,1,11,82001.36,-116709.266
20153801103820-592,1,5,123854.305,-93371.2
20153801103836-428,3,4,116902.91,81410.5
20153801113810-64,1,0,98959.375,-135123.23
20153801123804-820,1,3,-194659.72,67768.35
20153801123847-62,1,3,-194796.05,81469.89
20153802033804-576,1,0,148151.02,-145295.17
20153802033813-283,2,0,131576.02,-141947.22
20153802033858-962,2,3,-194474.61,78329.72
20153802043859-167,1,4,214418.39,61702.918
20153802053809-61,5,2,123333.52,159876.03
20153802053822-860,3,11,91608.25,-136212.12
20153802053827-252,1,2,39909.68,119851.305
20153802063824-325,3,12,67127.99,86757.19
20153802083826-293,3,2,146448.31,177140.94
20153802083839-459,2,3,-194662.06,97663.914
20153802093839-827,1,4,211768.56,134989.6
20153802103810-631,2,3,-176410.95,79144.27
20153803013812-529,1,11,182961.78,-145948.2
20153803023834-469,4,0,119736.3,-129640.41
20153803033830-92,1,4,56429.42,49971.004
20153803043831-603,2,12,77831.164,144651.69
20153803043840-270,1,0,113478.555,-118867.46
20153803053841-80,1,13,70508.44,61062.367
20153803063844-450,3,5,106347.31,-88033.64
20153803073835-302,5,3,-194838.58,94478.055
20153803093849-545,4,3,-181842.88,120058.48
20153803123852-497,2,3,-180822.27,138559.23
20153804013823-112,1,0,163953.44,-137389.7
20153804013829-884,2,2,93896.32,133133.14
20153804023854-460,2,2,70070.96,131936.97
20153804033818-40,5,3,-179514.95,154638.9
20153804033854-75,1,5,76727.305,-90485.664
20153804083807-583,1,7,-203371.14,-78528.46
20153804123821-386,1,12,77169.29,121225.695
20153805023838-887,1,3,-174028.44,103509.586
20153805033854-367,3,4,123615.6,78237.6
20153805053834-527,1,5,8835.537,-86286.086
20153805053836-382,1,3,-176770.31,84045.68
20153805103821-658,3,2,70365.68,154154.83
20153805113817-385,1,0,103047.55,-122081.68
20153805113822-592,1,3,-173802.95,162939.61
20153806013838-97,2,3,-180536.62,143951.36
20153806033856-349,1,4,53185.11,54264.39
20153806043807-692,4,5,92273.14,-87124.41
20153806073851-666,2P,-1,-58469.59,-82726.516
20153806083852-610,4,5,36456.543,-84595.94
20153806113852-538,2,4,157466.19,50525.656
20153806123800-433,3,4,136543.34,98127.445
20153807043826-928,3,0,129932.15,-121896.56
20153807073822-145,3,2,64792.08,60856.605
20153807073825-908,2,5,113414.484,-88215.1
20153807083832-588,3,3,-177196.12,76642.57
20153807123831-102,2P,-1,22128.023,-145213.19
20153807123843-273,1,8,54490.055,-93434.83
20153808013814-745,1,2,59024.812,69441.04
20153808023854-809,2P,17,-184481.89,-179106.98
20153808033819-967,3,4,184240.05,55815.164
20153808033852-901,1,0,127207.19,-131027.9
20153808043852-644,2,2,117096.14,150739.45
20153808063810-896,3,5,13948.323,-86703.73
20153808063835-434,2P,-1,-179007.22,-70746.69
20153808073858-178,3,6,-159822.44,-92851.45
20153808083849-175,1,8,62419.184,-98288.85
20153808113851-534,2,0,127369.91,-133084.06
20153808123846-946,2,11,106229.24,-138884.6
20153809033822-322,1,0,105811.125,-117749.48
20153809053851-563,1,2,63224.246,75829.89
20153809063840-685,3,11,67950.12,-114584.67
20153809083850-246,4,0,177965.53,-134155.72
20153809093817-665,5,7,-201136.22,-77201.625
20153809093819-671,2P,-1,-208430.45,-34428.74
20153809093826-522,3,5,44423.68,-85156.03
20153809103819-436,2,5,50605.223,-85310.25
20153810023830-241,4,0,28799.674,-110024.16
20153810033802-347,5,4,55098.88,49945.67
20153810033828-103,6,0,137460.11,-128231.83
20153810043815-312,1,0,148958.66,-135570.48
20153810053835-229,1,0,170337.81,-142388.38
20153810073848-648,1,6,-159969.14,-92993.03
20153810113852-786,2P,10,106985.85,-38296.29
20153811073850-269,2,4,196621.58,121844.27
20153811083856-28,1,4,122727.5,87168.375
20153811103843-682,2,18,43959.656,-104544.84
20153811123837-345,3,0,91148.13,-115490.88
20153812013844-3,1,11,120441.234,-142215.4
20153812023808-33,1,2,101782.234,151658.56
20153812023844-489,1,3,-173707.45,95623.7
20153812033824-570,1,0,128841.15,-142633.0
20153812033843-266,4,2,19262.523,79117.44
20153812043800-944,2,6,-150132.66,-97638.52
20153812043859-808,2,3,-194490.66,36976.44
20153812083855-78,1,3,-189174.2,6338.5234
20153812113808-572,1,0,103634.84,-122025.516
20153812113834-265,3,2,161933.25,111720.52
20153812113835-266,5,0,95569.695,-125256.234
20153812123814-593,1,2,-4550.9785,66645.39
20153813013818-588,3,0,113447.12,-134714.67
20153813023856-590,2,0,21692.115,-112808.26
20153813033817-519,2,0,132011.83,-139879.02
20153813043802-884,2,12,80134.18,144546.3
20153813063822-684,4,2,131977.97,161653.06
20153813073854-147,2P,10,78512.7,-43201.727
20153813083845-656,1,7,-203177.97,-78942.7
20153813083855-252,1,3,-173033.48,103938.12
20153813093821-524,2,3,-177320.62,66949.805
20153813093827-417,1,2,102265.55,83678.51
20153813103815-223,1,11,152803.5,-140220.44
20153813103831-284,1,6,-143882.55,-101646.95
20153813123814-541,1,4,166850.2,51742.58
20153814023849-856,1,15,103081.15,122386.73
20153814043805-677,5,5,83282.766,-90902.39
20153814043845-421,2,5,92773.81,-87265.836
20153814063811-775,1,3,-177777.81,62640.08
20153814073818-418,1,3,-175141.72,179788.84
20153814073832-780,1,4,128420.54,92690.234
20153814083837-684,1,4,97669.38,77298.445
20153815013846-732,2P,14,-185656.11,-159215.31
20153815023800-36,3,-1,55394.54,-87602.99
20153815023810-577,1,-1,80234.35,138532.77
20153815023818-134,1,3,-180012.95,148887.56
20153815033829-113,2,0,29386.03,-114112.35
20153815033847-524,3,4,126944.9,37807.98
20153815043822-450,2,5,9328.711,-83489.82
20153815043826-432,3,3,-183662.48,92435.57
20153815083827-733,2,4,104097.11,26489.818
20153815113857-329,3,3,-189635.92,20388.662
20153816013824-587,1,6,-153528.55,-96289.16
20153816013852-363,4,2,4297.26,68051.305
20153816023809-93,2,5,78463.29,-86767.82
20153816023820-577,2,0,110945.42,-133810.97
20153816053837-20,1,3,-178868.55,166177.69
20153816073829-738,3,4,194969.25,127156.016
20153816093827-264,1,8,32208.818,-95263.34
20153816113806-724,1,3,-193192.89,86453.086
20153816113833-530,2,5,49636.562,-88859.72
20153816123820-926,1,1,-172655.77,-90786.03
20153817023845-441,3,3,-184160.9,80010.195
20153817023845-593,1,4,88990.52,33932.133
20153817023856-742,2,4,132476.19,78366.4
20153817033857-516,1,3,-180036.62,158039.53
20153817043840-987,1,7,-202681.4,-78071.805
20153817073832-550,2,4,191488.94,32785.55
20153817073852-677,3,4,98715.766,26395.197
20153817073856-948,1,0,45971.41,-109055.23
20153817093809-163,1,7,-203571.28,-78904.96
20153817093840-341,1,13,111339.31,76205.61
20153817123810-726,1,4,155809.67,41109.793
20153818023827-608,1,4,145327.69,109963.89
20153818043825-817,4,0,37502.508,-115514.734
20153818043830-284,2,2,145022.77,173222.64
20153818053803-458,1,11,43662.28,-110788.664
20153818073802-881,4,0,63378.043,-119597.91
20153818083854-670,3,5,37484.92,-84795.06
20153818113831-85,1,2,78906.95,124666.98
20153818113834-443,5,5,49467.86,-88841.734
20153818123807-188,1,6,-164366.8,-99722.13
20153818123834-739,2,0,12824.194,-107386.41
20153819053827-500,3,0,135333.31,-121825.195
20153819063857-804,4,2,132954.48,161919.05
20153819083834-492,2,2,55269.38,110117.07
20153819083843-621,2P,-1,-204702.5,-50482.465
20153819103829-614,1,4,88992.13,94764.27
20153819113858-68,1,15,80385.97,111763.63
20153820033815-384,1,4,163028.86,113633.78
20153820033837-589,4,5,85191.21,-86843.35
20153820063840-304,2,3,-184085.9,128054.73
20153820103805-986,1,4,117142.52,31447.8
20153820123814-722,3,5,-24427.389,-84380.69
20153820123823-404,2,0,103121.305,-126725.805
20153821013858-962,1,3,-180464.52,143764.8
20153821033809-893,1,5,-4429.9634,-85556.95
20153821043846-584,2,4,165322.83,102997.68
20153821073821-483,1,8,50169.043,-97826.28
20153822013849-566,3,5,-19681.494,-84807.18
20153822023828-796,2,4,133117.34,101882.54
20153822033829-145,5,5,85932.48,-87114.34
20153822063823-273,1,3,-194410.67,44240.94
20153823013829-72,1,0,114637.516,-114972.07
20153823023800-335,1,7,-202377.73,-77059.41
20153823033832-79,2,2,17518.08,82341.41
20153823053835-378,5,4,176912.3,117585.8
